calc_time,funding_interval_hours,last_funding_rate
1717200000000,8,0.00010000
1717228800000,8,0.00010000
1717257600001,8,0.00010000
1717286400000,8,0.00010000
1717315200000,8,0.00010000
1717344000000,8,0.00010000
1717372800000,8,0.00010000
1717401600000,8,0.00010000
1717430400000,8,0.00010000
1717459200000,8,0.00010000
1717488000000,8,0.00010000
1717516800000,8,0.00010000
1717545600000,8,0.00010000
1717574400000,8,0.00010000
1717603200000,8,0.00010000
1717632000000,8,0.00010000
1717660800008,8,0.00010000
1717689600000,8,0.00010000
1717718400000,8,0.00010000
1717747200000,8,0.00010000
1717776000000,8,0.00010000
1717804800000,8,-0.00069524
1717833600000,8,-0.00019156
1717862400000,8,-0.00020178
1717891200000,8,0.00010000
1717920000000,8,0.00010000
1717948800001,8,0.00010000
1717977600000,8,0.00010000
1718006400000,8,0.00010000
1718035200001,8,0.00010000
1718064000001,8,0.00010000
1718092800000,8,0.00010000
1718121600000,8,0.00010000
1718150400000,8,0.00010000
1718179200000,8,0.00010000
1718208000000,8,0.00010000
1718236800000,8,0.00010000
1718265600001,8,0.00010000
1718294400000,8,0.00010000
1718323200000,8,0.00010000
1718352000000,8,0.00010000
1718380800000,8,0.00008764
1718409600000,8,0.00010000
1718438400000,8,0.00010000
1718467200000,8,-0.00000951
1718496000001,8,0.00010000
1718524800000,8,0.00010000
1718553600000,8,0.00006550
1718582400000,8,0.00010000
1718611200000,8,0.00010000
1718640000000,8,0.00000621
1718668800000,8,-0.00004833
1718697600000,8,-0.00003799
1718726400000,8,-0.00001892
1718755200001,8,0.00006272
1718784000001,8,0.00010000
1718812800000,8,0.00000620
1718841600000,8,-0.00012902
1718870400000,8,0.00010000
1718899200000,8,0.00009710
1718928000000,8,0.00006856
1718956800000,8,0.00002752
1718985600000,8,0.00010000
1719014400000,8,0.00010000
1719043200000,8,0.00008537
1719072000000,8,0.00010000
1719100800000,8,0.00010000
1719129600000,8,0.00002340
1719158400000,8,0.00009311
1719187200002,8,-0.00000851
1719216000000,8,-0.00001076
1719244800000,8,-0.00006176
1719273600000,8,-0.00000738
1719302400000,8,0.00010000
1719331200000,8,0.00010000
1719360000002,8,0.00010000
1719388800000,8,0.00007574
1719417600000,8,0.00010000
1719446400000,8,0.00010000
1719475200001,8,0.00010000
1719504000000,8,-0.00005448
1719532800000,8,-0.00002479
1719561600000,8,-0.00002990
1719590400000,8,-0.00002109
1719619200001,8,0.00010000
1719648000000,8,0.00010000
1719676800000,8,0.00010000
1719705600000,8,0.00010000
1719734400000,8,0.00006364
1719763200000,8,-0.00003765
